Date,State/UnionTerritory,Cured,Deaths,Confirmed
6/17/2021,West Bengal,1432961,17118,1471231
6/18/2021,Andaman and Nicobar Islands,7104,127,7335
6/18/2021,Andhra Pradesh,1750904,12167,1832902
6/18/2021,Arunachal Pradesh,29612,158,32483
6/18/2021,Assam,431208,4105,473453
6/18/2021,Bihar,705373,9527,718704
6/18/2021,Chandigarh,60076,802,61310
6/18/2021,Chhattisgarh,965292,13361,989335
6/18/2021,Dadra and Nagar Haveli and Daman and Diu,10417,4,10492
6/18/2021,Delhi,1404428,24886,1431868
6/18/2021,Goa,156819,2969,163612
6/18/2021,Gujarat,803892,10018,821659
6/18/2021,Haryana,754464,9147,766838
6/18/2021,Himachal Pradesh,192845,3424,199699
6/18/2021,Jammu and Kashmir,295189,4226,310017
6/18/2021,Jharkhand,337088,5095,344129
6/18/2021,Karnataka,2610157,33434,2790338
6/18/2021,Kerala,2653207,11743,2773943
6/18/2021,Ladakh,19022,200,19704
6/18/2021,Lakshadweep,8933,45,9377
6/18/2021,Madhya Pradesh,777291,8679,788954
6/18/2021,Maharashtra,5685636,116026,5944710
6/18/2021,Manipur,52220,1021,62343
6/18/2021,Meghalaya,38361,762,43732
6/18/2021,Mizoram,12630,75,16437
6/18/2021,Nagaland,21207,466,24041
6/18/2021,Odisha,823599,3471,866692
6/18/2021,Puducherry,107905,1710,113948
6/18/2021,Punjab,565339,15738,590556
6/18/2021,Rajasthan,937481,8875,950618
6/18/2021,Sikkim,15702,287,18896
6/18/2021,Tamil Nadu,2266793,30548,2397864
6/18/2021,Telangana,586362,3534,609417
6/18/2021,Tripura,55829,637,61339
6/18/2021,Uttarakhand,327584,7011,338066
6/18/2021,Uttar Pradesh,1675684,22030,1703733
6/18/2021,West Bengal,1434994,17182,1474249
6/19/2021,Andaman and Nicobar Islands,7128,127,7363
6/19/2021,Andhra Pradesh,1759390,12224,1839243
6/19/2021,Arunachal Pradesh,29934,159,32692
6/19/2021,Assam,436043,4138,477159
6/19/2021,Bihar,705967,9536,719051
6/19/2021,Chandigarh,60123,804,61358
6/19/2021,Chhattisgarh,966414,13368,989844
6/19/2021,Dadra and Nagar Haveli and Daman and Diu,10425,4,10500
6/19/2021,Delhi,1404688,24900,1432033
6/19/2021,Goa,157353,2975,163927
6/19/2021,Gujarat,804668,10023,821921
6/19/2021,Haryana,754924,9183,767047
6/19/2021,Himachal Pradesh,193421,3429,200043
6/19/2021,Jammu and Kashmir,296360,4234,310688
6/19/2021,Jharkhand,337362,5097,344270
6/19/2021,Karnataka,2625447,33602,2796121
6/19/2021,Kerala,2665354,11833,2785304
6/19/2021,Ladakh,19097,200,19730
6/19/2021,Lakshadweep,9000,45,9392
6/19/2021,Madhya Pradesh,777630,8707,789064
6/19/2021,Maharashtra,5699983,116674,5954508
6/19/2021,Manipur,52667,1033,62946
6/19/2021,Meghalaya,38792,771,44382
6/19/2021,Mizoram,12858,76,16750
6/19/2021,Nagaland,21571,467,24097
6/19/2021,Odisha,829851,3508,870498
6/19/2021,Puducherry,108462,1714,114301
6/19/2021,Punjab,566568,15771,591168
6/19/2021,Rajasthan,938101,8884,950768
6/19/2021,Sikkim,15868,290,19058
6/19/2021,Tamil Nadu,2286653,30835,2406497
6/19/2021,Telangana,588259,3546,610834
6/19/2021,Tripura,56425,642,61782
6/19/2021,Uttarakhand,328040,7017,338288
6/19/2021,Uttar Pradesh,1676458,22081,1703882
6/19/2021,West Bengal,1437106,17240,1477037
6/20/2021,Andaman and Nicobar Islands,7162,127,7394
6/20/2021,Andhra Pradesh,1767404,12269,1844917
6/20/2021,Arunachal Pradesh,30163,159,32923
6/20/2021,Assam,441184,4178,480730
6/20/2021,Bihar,706461,9543,719400
6/20/2021,Chandigarh,60201,806,61403
6/20/2021,Chhattisgarh,967415,13377,990323
6/20/2021,Dadra and Nagar Haveli and Daman and Diu,10432,4,10510
6/20/2021,Delhi,1404889,24907,1432168
6/20/2021,Goa,157772,2984,164229
6/20/2021,Gujarat,805542,10028,822149
6/20/2021,Haryana,755324,9216,767217
6/20/2021,Himachal Pradesh,193853,3439,200282
6/20/2021,Jammu and Kashmir,297557,4238,311209
6/20/2021,Jharkhand,337667,5099,344405
6/20/2021,Karnataka,2637279,33763,2801936
6/20/2021,Kerala,2678499,11948,2797747
6/20/2021,Ladakh,19150,201,19783
6/20/2021,Lakshadweep,9039,46,9430
6/20/2021,Madhya Pradesh,777995,8737,789174
6/20/2021,Maharashtra,5710356,117356,5963420
6/20/2021,Manipur,52961,1039,63538
6/20/2021,Meghalaya,39377,776,44896
6/20/2021,Mizoram,13129,81,16943
6/20/2021,Nagaland,21744,468,24191
6/20/2021,Odisha,835132,3550,873925
6/20/2021,Puducherry,109083,1720,114596
6/20/2021,Punjab,567883,15802,591762
6/20/2021,Rajasthan,938619,8891,950961
6/20/2021,Sikkim,16167,291,19209
6/20/2021,Tamil Nadu,2304885,31015,2414680
6/20/2021,Telangana,590072,3556,612196
6/20/2021,Tripura,57086,646,62149
6/20/2021,Uttarakhand,328262,7026,338508
6/20/2021,Uttar Pradesh,1677050,22132,1704139
6/20/2021,West Bengal,1439215,17295,1479523
6/21/2021,Andaman and Nicobar Islands,7177,127,7406
6/21/2021,Andhra Pradesh,1775176,12319,1850563
6/21/2021,Arunachal Pradesh,30407,159,33081
6/21/2021,Assam,444743,4208,482505
6/21/2021,Bihar,706955,9550,719694
6/21/2021,Chandigarh,60271,806,61430
6/21/2021,Chhattisgarh,968096,13387,990675
6/21/2021,Dadra and Nagar Haveli and Daman and Diu,10442,4,10514
6/21/2021,Delhi,1405287,24914,1432292
6/21/2021,Goa,158178,2990,164436
6/21/2021,Gujarat,806193,10032,822334
6/21/2021,Haryana,755681,9246,767418
6/21/2021,Himachal Pradesh,194257,3442,200410
6/21/2021,Jammu and Kashmir,298911,4252,311794
6/21/2021,Jharkhand,337848,5099,344543
6/21/2021,Karnataka,2645735,33883,2806453
6/21/2021,Kerala,2690958,12060,2809394
6/21/2021,Ladakh,19240,202,19805
6/21/2021,Lakshadweep,9078,46,9443
6/21/2021,Madhya Pradesh,778280,8767,789261
6/21/2021,Maharashtra,5719457,117961,5972781
6/21/2021,Manipur,53405,1047,64065
6/21/2021,Meghalaya,39919,780,45286
6/21/2021,Mizoram,13390,83,17605
6/21/2021,Nagaland,21889,469,24248
6/21/2021,Odisha,840214,3590,877502
6/21/2021,Puducherry,109562,1723,114847
6/21/2021,Punjab,569056,15826,592303
6/21/2021,Rajasthan,939131,8895,951105
6/21/2021,Sikkim,16306,293,19296
6/21/2021,Tamil Nadu,2321928,31197,2422497
6/21/2021,Telangana,591870,3567,613202
6/21/2021,Tripura,57732,650,62324
6/21/2021,Uttarakhand,328473,7035,338644
6/21/2021,Uttar Pradesh,1677611,22178,1704358
6/21/2021,West Bengal,1441343,17348,1481707
6/22/2021,Andaman and Nicobar Islands,7191,127,7415
6/22/2021,Andhra Pradesh,1782680,12363,1853183
6/22/2021,Arunachal Pradesh,30677,159,33375
6/22/2021,Assam,448442,4243,485310
6/22/2021,Bihar,707365,9557,719939
6/22/2021,Chandigarh,60327,806,61444
6/22/2021,Chhattisgarh,969212,13395,991171
6/22/2021,Dadra and Nagar Haveli and Daman and Diu,10452,4,10516
6/22/2021,Delhi,1405460,24925,1432381
6/22/2021,Goa,158591,2997,164654
6/22/2021,Gujarat,806812,10034,822485
6/22/2021,Haryana,755968,9275,767580
6/22/2021,Himachal Pradesh,194747,3448,200603
6/22/2021,Jammu and Kashmir,300135,4262,312156
6/22/2021,Jharkhand,338076,5100,344665
6/22/2021,Karnataka,2654139,34025,2811320
6/22/2021,Kerala,2704554,12154,2816843
6/22/2021,Ladakh,19271,202,19838
6/22/2021,Lakshadweep,9106,46,9471
6/22/2021,Madhya Pradesh,778584,8786,789350
6/22/2021,Maharashtra,5733215,118313,5979051
6/22/2021,Manipur,54065,1055,64418
6/22/2021,Meghalaya,40574,785,45555
6/22/2021,Mizoram,13667,85,17979
6/22/2021,Nagaland,22055,475,24374
6/22/2021,Odisha,844801,3633,880533
6/22/2021,Puducherry,109990,1726,115080
6/22/2021,Punjab,570327,15854,592658
6/22/2021,Rajasthan,939664,8901,951256
6/22/2021,Sikkim,16580,293,19321
6/22/2021,Tamil Nadu,2337209,31386,2429924
6/22/2021,Telangana,593577,3576,614399
6/22/2021,Tripura,58181,654,62745
6/22/2021,Uttarakhand,328799,7044,338807
6/22/2021,Uttar Pradesh,1678089,22224,1704476
6/22/2021,West Bengal,1443456,17390,1483586
6/23/2021,Andaman and Nicobar Islands,7195,127,7425
6/23/2021,Andhra Pradesh,1791056,12416,1857352
6/23/2021,Arunachal Pradesh,30956,160,33664
6/23/2021,Assam,450924,4280,488179
6/23/2021,Bihar,707833,9563,720207
6/23/2021,Chandigarh,60383,806,61467
6/23/2021,Chhattisgarh,970244,13402,991653
6/23/2021,Dadra and Nagar Haveli and Daman and Diu,10455,4,10520
6/23/2021,Delhi,1405927,24933,1432778
6/23/2021,Goa,159029,3008,164957
6/23/2021,Gujarat,807424,10037,822620
6/23/2021,Haryana,756231,9295,767726
6/23/2021,Himachal Pradesh,195062,3453,200791
6/23/2021,Jammu and Kashmir,301134,4269,312584
6/23/2021,Jharkhand,338256,5102,344775
6/23/2021,Karnataka,2662250,34164,2815029
6/23/2021,Kerala,2716284,12295,2829460
6/23/2021,Ladakh,19309,202,19871
6/23/2021,Lakshadweep,9142,47,9504
6/23/2021,Madhya Pradesh,778902,8806,789415
6/23/2021,Maharashtra,5742258,118795,5987521
6/23/2021,Manipur,54714,1065,64993
6/23/2021,Meghalaya,40915,788,45976
6/23/2021,Mizoram,13900,85,18409
6/23/2021,Nagaland,22204,477,24438
6/23/2021,Odisha,848960,3671,883490
6/23/2021,Puducherry,110423,1727,115364
6/23/2021,Punjab,571207,15888,593063
6/23/2021,Rajasthan,940101,8904,951393
6/23/2021,Sikkim,16732,296,19458
6/23/2021,Tamil Nadu,2348353,31580,2436819
6/23/2021,Telangana,595348,3586,615574
6/23/2021,Tripura,58735,658,63140
6/23/2021,Uttarakhand,329030,7052,338978
6/23/2021,Uttar Pradesh,1678486,22282,1704678
6/23/2021,West Bengal,1445493,17437,1485438
6/24/2021,Andaman and Nicobar Islands,7210,127,7438
6/24/2021,Andhra Pradesh,1798380,12452,1862036
6/24/2021,Arunachal Pradesh,31189,160,33916
6/24/2021,Assam,454726,4310,490907
6/24/2021,Bihar,708231,9569,720505
6/24/2021,Chandigarh,60446,807,61520
6/24/2021,Chhattisgarh,971057,13407,992074
6/24/2021,Dadra and Nagar Haveli and Daman and Diu,10459,4,10523
6/24/2021,Delhi,1406629,24940,1433366
6/24/2021,Goa,159419,3013,165197
6/24/2021,Gujarat,807911,10040,822758
6/24/2021,Haryana,756426,9314,767900
6/24/2021,Himachal Pradesh,195301,3461,201049
6/24/2021,Jammu and Kashmir,301973,4273,313028
6/24/2021,Jharkhand,338446,5104,344914
6/24/2021,Karnataka,2668705,34287,2819465
6/24/2021,Kerala,2729967,12445,2842247
6/24/2021,Ladakh,19341,202,19881
6/24/2021,Lakshadweep,9172,47,9559
6/24/2021,Madhya Pradesh,779177,8827,789499
6/24/2021,Maharashtra,5753290,119303,5997587
6/24/2021,Manipur,55257,1074,65622
6/24/2021,Meghalaya,41349,797,46458
6/24/2021,Mizoram,14096,86,18624
6/24/2021,Nagaland,22486,477,24541
6/24/2021,Odisha,853012,3717,886946
6/24/2021,Puducherry,110838,1731,115627
6/24/2021,Punjab,572008,15923,593572
6/24/2021,Rajasthan,940465,8905,951548
6/24/2021,Sikkim,16903,296,19589
6/24/2021,Tamil Nadu,2358785,31746,2443415
6/24/2021,Telangana,596628,3598,616688
6/24/2021,Tripura,58978,660,63499
6/24/2021,Uttarakhand,329182,7068,339127
6/24/2021,Uttar Pradesh,1678788,22336,1704790
6/24/2021,West Bengal,1447510,17475,1487363
6/25/2021,Andaman and Nicobar Islands,7214,127,7440
6/25/2021,Andhra Pradesh,1804844,12490,1867017
6/25/2021,Arunachal Pradesh,31487,162,34214
6/25/2021,Assam,458330,4344,493688
6/25/2021,Bihar,708586,9573,720717
6/25/2021,Chandigarh,60488,807,61542
6/25/2021,Chhattisgarh,971662,13415,992391
6/25/2021,Dadra and Nagar Haveli and Daman and Diu,10463,4,10526
6/25/2021,Delhi,1406760,24948,1433475
6/25/2021,Goa,159677,3022,165426
6/25/2021,Gujarat,808418,10042,822887
6/25/2021,Haryana,756679,9333,768002
6/25/2021,Himachal Pradesh,195624,3463,201210
6/25/2021,Jammu and Kashmir,302655,4284,313476
6/25/2021,Jharkhand,338698,5106,345028
6/25/2021,Karnataka,2678473,34425,2823444
6/25/2021,Kerala,2741436,12581,2854325
6/25/2021,Ladakh,19387,202,19903
6/25/2021,Lakshadweep,9232,47,9601
6/25/2021,Madhya Pradesh,779432,8849,789561
6/25/2021,Maharashtra,5762661,119859,6007431
6/25/2021,Manipur,55912,1085,66171
6/25/2021,Meghalaya,41647,807,46878
6/25/2021,Mizoram,14316,88,18859
6/25/2021,Nagaland,22641,479,24629
6/25/2021,Odisha,856498,3761,890596
6/25/2021,Puducherry,111114,1734,115925
6/25/2021,Punjab,572723,15944,593941
6/25/2021,Rajasthan,940771,8905,951695
6/25/2021,Sikkim,17101,298,19681
6/25/2021,Tamil Nadu,2367831,31901,2449577
6/25/2021,Telangana,598139,3607,617776
6/25/2021,Tripura,59378,662,63868
6/25/2021,Uttarakhand,329432,7074,339245
6/25/2021,Uttar Pradesh,1679096,22366,1705014
6/25/2021,West Bengal,1449462,17516,1489286
6/26/2021,Andaman and Nicobar Islands,7245,127,7441
6/26/2021,Andhra Pradesh,1811157,12528,1871475
6/26/2021,Arunachal Pradesh,31792,165,34480
6/26/2021,Assam,462307,4370,496481
6/26/2021,Bihar,708951,9576,720924
6/26/2021,Chandigarh,60533,807,61581
6/26/2021,Chhattisgarh,972372,13423,992684
6/26/2021,Dadra and Nagar Haveli and Daman and Diu,10474,4,10530
6/26/2021,Delhi,1406958,24952,1433590
6/26/2021,Goa,159954,3027,165648
6/26/2021,Gujarat,808849,10045,823010
6/26/2021,Haryana,756864,9351,768142
6/26/2021,Himachal Pradesh,195942,3465,201363
6/26/2021,Jammu and Kashmir,303526,4291,313974
6/26/2021,Jharkhand,338870,5107,345161
6/26/2021,Karnataka,2684997,34539,2826754
6/26/2021,Kerala,2752492,12699,2865871
6/26/2021,Ladakh,19425,202,19920
6/26/2021,Lakshadweep,9271,48,9632
6/26/2021,Madhya Pradesh,779630,8871,789611
6/26/2021,Maharashtra,5772799,120370,6017035
6/26/2021,Manipur,59995,1093,66756
6/26/2021,Meghalaya,42001,814,47480
6/26/2021,Mizoram,14554,89,19091
6/26/2021,Nagaland,22770,481,24759
6/26/2021,Odisha,860142,3801,893508
6/26/2021,Puducherry,111477,1739,116186
6/26/2021,Punjab,573491,15956,594279
6/26/2021,Rajasthan,941048,8905,951826
6/26/2021,Sikkim,17257,299,19811
6/26/2021,Tamil Nadu,2375963,32051,2455332
6/26/2021,Telangana,599695,3618,618837
6/26/2021,Tripura,59768,665,64159
6/26/2021,Uttarakhand,329663,7083,339373
6/26/2021,Uttar Pradesh,1679416,22381,1705220
6/26/2021,West Bengal,1451437,17551,1491219
6/27/2021,Andaman and Nicobar Islands,7265,127,7446
6/27/2021,Andhra Pradesh,1816930,12566,1875622
6/27/2021,Arunachal Pradesh,32054,167,34767
6/27/2021,Assam,465806,4403,499121
6/27/2021,Bihar,709286,9578,721114
6/27/2021,Chandigarh,60577,807,61604
6/27/2021,Chhattisgarh,972898,13427,993045
6/27/2021,Dadra and Nagar Haveli and Daman and Diu,10485,4,10534
6/27/2021,Delhi,1407116,24961,1433675
6/27/2021,Goa,160247,3032,165883
6/27/2021,Gujarat,809201,10048,823132
6/27/2021,Haryana,757091,9368,768263
6/27/2021,Himachal Pradesh,196191,3471,201547
6/27/2021,Jammu and Kashmir,304390,4296,314316
6/27/2021,Jharkhand,339036,5110,345259
6/27/2021,Karnataka,2691123,34654,2831026
6/27/2021,Kerala,2763616,12817,2877989
6/27/2021,Ladakh,19458,202,19941
6/27/2021,Lakshadweep,9313,48,9659
6/27/2021,Madhya Pradesh,779834,8896,789657
6/27/2021,Maharashtra,5781551,120881,6026847
6/27/2021,Manipur,60529,1108,67317
6/27/2021,Meghalaya,42500,817,47985
6/27/2021,Mizoram,14863,91,19324
6/27/2021,Nagaland,22876,487,24850
6/27/2021,Odisha,863824,3848,897062
6/27/2021,Puducherry,111898,1741,116414
6/27/2021,Punjab,574231,15979,594586
6/27/2021,Rajasthan,941218,8910,951967
6/27/2021,Sikkim,17470,301,19941
6/27/2021,Tamil Nadu,2383624,32199,2460747
6/27/2021,Telangana,601184,3627,619865
6/27/2021,Tripura,60228,668,64644
6/27/2021,Uttarakhand,329941,7086,339537
6/27/2021,Uttar Pradesh,1679744,22443,1705384
6/27/2021,West Bengal,1453431,17583,1493113
6/28/2021,Andaman and Nicobar Islands,7266,127,7455
6/28/2021,Andhra Pradesh,1822500,12599,1879872
6/28/2021,Arunachal Pradesh,32270,167,34932
6/28/2021,Assam,469067,4440,500644
6/28/2021,Bihar,709578,9579,721299
6/28/2021,Chandigarh,60614,807,61624
6/28/2021,Chhattisgarh,973262,13431,993289
6/28/2021,Dadra and Nagar Haveli and Daman and Diu,10490,4,10539
6/28/2021,Delhi,1407401,24965,1433934
6/28/2021,Goa,160548,3039,166098
6/28/2021,Gujarat,809506,10051,823244
6/28/2021,Haryana,757308,9385,768378
6/28/2021,Himachal Pradesh,196438,3473,201665
6/28/2021,Jammu and Kashmir,305135,4304,314731
6/28/2021,Jharkhand,339199,5111,345340
6/28/2021,Karnataka,2698822,34743,2834630
6/28/2021,Kerala,2775967,12879,2888894
6/28/2021,Ladakh,19481,202,19964
6/28/2021,Lakshadweep,9337,48,9681
6/28/2021,Madhya Pradesh,779963,8917,789696
6/28/2021,Maharashtra,5790113,121286,6036821
6/28/2021,Manipur,61038,1124,67986
6/28/2021,Meghalaya,43070,819,48447
6/28/2021,Mizoram,15040,91,19455
6/28/2021,Nagaland,22951,487,24961
6/28/2021,Odisha,867402,3887,900470
6/28/2021,Puducherry,112229,1744,116645
6/28/2021,Punjab,574872,15991,594883
6/28/2021,Rajasthan,941482,8914,952129
6/28/2021,Sikkim,17673,301,20111
6/28/2021,Tamil Nadu,2390783,32290,2465874
6/28/2021,Telangana,602676,3635,620613
6/28/2021,Tripura,60694,672,64863
6/28/2021,Uttarakhand,330066,7088,339619
6/28/2021,Uttar Pradesh,1679913,22518,1705596
6/28/2021,West Bengal,1455453,17612,1494949
6/29/2021,Andaman and Nicobar Islands,7286,128,7462
6/29/2021,Andhra Pradesh,1827214,12630,1882096
6/29/2021,Arunachal Pradesh,32483,167,35227
6/29/2021,Assam,472461,4482,503333
6/29/2021,Bihar,709908,9583,721464
6/29/2021,Chandigarh,60644,807,61632
6/29/2021,Chhattisgarh,974049,13437,993694
6/29/2021,Dadra and Nagar Haveli and Daman and Diu,10501,4,10547
6/29/2021,Delhi,1407473,24967,1433993
6/29/2021,Goa,160874,3046,166236
6/29/2021,Gujarat,809821,10054,823340
6/29/2021,Haryana,757480,9401,768474
6/29/2021,Himachal Pradesh,196646,3476,201813
6/29/2021,Jammu and Kashmir,305684,4310,314990
6/29/2021,Jharkhand,339314,5111,345430
6/29/2021,Karnataka,2704755,34836,2837206
6/29/2021,Kerala,2787496,12989,2896957
6/29/2021,Ladakh,19512,202,20022
6/29/2021,Lakshadweep,9372,48,9715
6/29/2021,Madhya Pradesh,780101,8936,789733
6/29/2021,Maharashtra,5800925,121573,6043548
6/29/2021,Manipur,61646,1130,68418
6/29/2021,Meghalaya,43578,827,48783
6/29/2021,Mizoram,15295,92,19819
6/29/2021,Nagaland,23127,493,25017
6/29/2021,Odisha,870787,3930,903789
6/29/2021,Puducherry,112565,1745,116789
6/29/2021,Punjab,575486,16011,595136
6/29/2021,Rajasthan,941692,8916,952201
6/29/2021,Sikkim,17851,304,20182
6/29/2021,Tamil Nadu,2397336,32388,2470678
6/29/2021,Telangana,604093,3644,621606
6/29/2021,Tripura,61133,675,65339
6/29/2021,Uttarakhand,330353,7092,339739
6/29/2021,Uttar Pradesh,1680174,22559,1705779
6/29/2021,West Bengal,1457486,17644,1496710
6/30/2021,Andaman and Nicobar Islands,7296,128,7466
6/30/2021,Andhra Pradesh,1832971,12671,1885716
6/30/2021,Arunachal Pradesh,32716,168,35571
6/30/2021,Assam,474457,4509,506005
6/30/2021,Bihar,710238,9584,721654
6/30/2021,Chandigarh,60685,808,61656
6/30/2021,Chhattisgarh,974725,13438,994077
6/30/2021,Dadra and Nagar Haveli and Daman and Diu,10507,4,10555
6/30/2021,Delhi,1407592,24971,1434094
6/30/2021,Goa,161160,3048,166449
6/30/2021,Gujarat,810147,10056,823433
6/30/2021,Haryana,757640,9417,768552
6/30/2021,Himachal Pradesh,196849,3477,201980
6/30/2021,Jammu and Kashmir,306177,4316,315298
6/30/2021,Jharkhand,339463,5113,345525
6/30/2021,Karnataka,2719479,34929,2840428
6/30/2021,Kerala,2797779,13093,2910507
6/30/2021,Ladakh,19565,202,20038
6/30/2021,Lakshadweep,9388,48,9742
6/30/2021,Madhya Pradesh,780187,8954,789771
6/30/2021,Maharashtra,5809548,121804,6051633
6/30/2021,Manipur,62134,1141,69198
6/30/2021,Meghalaya,44067,831,49161
6/30/2021,Mizoram,15512,92,20075
6/30/2021,Nagaland,23237,493,25111
6/30/2021,Odisha,874307,3970,906429
6/30/2021,Puducherry,112892,1748,116985
6/30/2021,Punjab,575971,16033,595351
6/30/2021,Rajasthan,941839,8918,952322
6/30/2021,Sikkim,17954,305,20324
6/30/2021,Tamil Nadu,2403349,32506,2475190
6/30/2021,Telangana,605455,3651,622593
6/30/2021,Tripura,61513,677,65770
6/30/2021,Uttarakhand,330593,7095,339933
6/30/2021,Uttar Pradesh,1680428,22577,1705951
6/30/2021,West Bengal,1459510,17679,1498305
7/1/2021,Andaman and Nicobar Islands,7308,128,7467
7/1/2021,Andhra Pradesh,1838469,12706,1889513
7/1/2021,Arunachal Pradesh,32923,172,35857
7/1/2021,Assam,477510,4539,508484
7/1/2021,Bihar,710569,9588,721914
7/1/2021,Chandigarh,60708,808,61670
7/1/2021,Chhattisgarh,975077,13439,994480
7/1/2021,Dadra and Nagar Haveli and Daman and Diu,10511,4,10560
7/1/2021,Delhi,1407832,24977,1434188
7/1/2021,Goa,161361,3054,166689
7/1/2021,Gujarat,810451,10059,823523
7/1/2021,Haryana,757771,9431,768639
7/1/2021,Himachal Pradesh,197019,3479,202123
7/1/2021,Jammu and Kashmir,306739,4323,315662
7/1/2021,Jharkhand,339583,5113,345610
7/1/2021,Karnataka,2732242,35040,2843810
7/1/2021,Kerala,2809587,13235,2924165
7/1/2021,Ladakh,19592,202,20073
7/1/2021,Lakshadweep,9411,48,9770
7/1/2021,Madhya Pradesh,780265,8969,789804
7/1/2021,Maharashtra,5819901,121945,6061404
7/1/2021,Manipur,62628,1150,69790
7/1/2021,Meghalaya,44459,838,49513
7/1/2021,Mizoram,16188,93,20492
7/1/2021,Nagaland,23403,495,25239
7/1/2021,Odisha,877540,4018,909800
7/1/2021,Puducherry,113146,1749,117249
7/1/2021,Punjab,576423,16052,595609
7/1/2021,Rajasthan,942030,8921,952422
7/1/2021,Sikkim,18214,307,20544
7/1/2021,Tamil Nadu,2408886,32619,2479696
7/1/2021,Telangana,606461,3661,623510
7/1/2021,Tripura,61663,682,66220
7/1/2021,Uttarakhand,330838,7316,340255
7/1/2021,Uttar Pradesh,1680720,22591,1706107
7/1/2021,West Bengal,1461490,17708,1499783
7/2/2021,Andaman and Nicobar Islands,7308,128,7469
7/2/2021,Andhra Pradesh,1842432,12744,1893354
7/2/2021,Arunachal Pradesh,33209,176,36168
7/2/2021,Assam,480839,4577,511153
7/2/2021,Bihar,710793,9592,722101
7/2/2021,Chandigarh,60730,808,61687
7/2/2021,Chhattisgarh,975658,13445,994890
7/2/2021,Dadra and Nagar Haveli and Daman and Diu,10514,4,10561
7/2/2021,Delhi,1407943,24981,1434281
7/2/2021,Goa,161582,3060,166920
7/2/2021,Gujarat,810751,10062,823607
7/2/2021,Haryana,757898,9446,768724
7/2/2021,Himachal Pradesh,197171,3480,202290
7/2/2021,Jammu and Kashmir,307312,4327,315960
7/2/2021,Jharkhand,339739,5113,345706
7/2/2021,Karnataka,2746544,35134,2847013
7/2/2021,Kerala,2821151,13359,2937033
7/2/2021,Ladakh,19626,202,20090
7/2/2021,Lakshadweep,9466,49,9808
7/2/2021,Madhya Pradesh,780330,8981,789844
7/2/2021,Maharashtra,5828535,122197,6070599
7/2/2021,Manipur,63206,1162,70298
7/2/2021,Meghalaya,44709,844,50090
7/2/2021,Mizoram,16545,93,20770
7/2/2021,Nagaland,23486,498,25305
7/2/2021,Odisha,880997,4063,912887
7/2/2021,Puducherry,113373,1751,117465
7/2/2021,Punjab,576866,16072,595899
7/2/2021,Rajasthan,942172,8923,952497
7/2/2021,Sikkim,18251,308,20666
7/2/2021,Tamil Nadu,2413930,32721,2484177
7/2/2021,Telangana,607658,3669,624379
7/2/2021,Tripura,62130,683,66629
7/2/2021,Uttarakhand,331089,7324,340379
7/2/2021,Uttar Pradesh,1680980,22601,1706268
7/2/2021,West Bengal,1463379,17735,1501284
7/3/2021,Andaman and Nicobar Islands,7325,128,7475
7/3/2021,Andhra Pradesh,1846716,12779,1896818
7/3/2021,Arunachal Pradesh,33432,176,36572
7/3/2021,Assam,483741,4604,513606
7/3/2021,Bihar,710995,9594,722282
7/3/2021,Chandigarh,60745,808,61700
7/3/2021,Chhattisgarh,976125,13450,995195
7/3/2021,Dadra and Nagar Haveli and Daman and Diu,10518,4,10565
7/3/2021,Delhi,1408350,24983,1434374
7/3/2021,Goa,161867,3062,167103
7/3/2021,Gujarat,810979,10064,823687
7/3/2021,Haryana,758046,9461,768800
7/3/2021,Himachal Pradesh,197380,3481,202440
7/3/2021,Jammu and Kashmir,307749,4333,316291
7/3/2021,Jharkhand,339850,5113,345794
7/3/2021,Karnataka,2760881,35222,2849997
7/3/2021,Kerala,2831394,13505,2949128
7/3/2021,Ladakh,19658,202,20101
7/3/2021,Lakshadweep,9514,49,9843
7/3/2021,Madhya Pradesh,780384,8989,789887
7/3/2021,Maharashtra,5836920,122353,6079352
7/3/2021,Manipur,63809,1175,70954
7/3/2021,Meghalaya,45074,849,50575
7/3/2021,Mizoram,16899,94,21003
7/3/2021,Nagaland,23604,498,25382
7/3/2021,Odisha,884262,4109,916109
7/3/2021,Puducherry,113649,1759,117640
7/3/2021,Punjab,577256,16086,596094
7/3/2021,Rajasthan,942331,8930,952573
7/3/2021,Sikkim,18407,308,20777
7/3/2021,Tamil Nadu,2418882,32818,2488407
7/3/2021,Telangana,608833,3678,625237
7/3/2021,Tripura,62480,685,67023
7/3/2021,Uttarakhand,331297,7327,340488
7/3/2021,Uttar Pradesh,1681208,22616,1706384
7/3/2021,West Bengal,1465219,17758,1502706
7/4/2021,Andaman and Nicobar Islands,7330,128,7478
7/4/2021,Andhra Pradesh,1851062,12815,1899748
7/4/2021,Arunachal Pradesh,33704,176,36937
7/4/2021,Assam,486265,4632,515981
7/4/2021,Bihar,711279,9599,722418
7/4/2021,Chandigarh,60761,808,61718
7/4/2021,Chhattisgarh,976706,13453,995489
7/4/2021,Dadra and Nagar Haveli and Daman and Diu,10522,4,10567
7/4/2021,Delhi,1408456,24988,1434460
7/4/2021,Goa,162074,3069,167272
7/4/2021,Gujarat,811169,10067,823763
7/4/2021,Haryana,758144,9474,768852
7/4/2021,Himachal Pradesh,197627,3482,202555
7/4/2021,Jammu and Kashmir,308246,4335,316629
